rating,text,title,combined_text,predicted_rating_bert,predicted_rating_roberta
5.0,"This is my 3rd case. Every time I get a new phone they are slightly bigger so I get a new case.  The blue and purple one is my favorite. I don't drop my phone too often but when I did this protector did exactly what it was supposed to. It saved my phone. Love the bling , makes me happy 😊. Definitely would recommend this little gem.",Durable t,"Durable t. This is my 3rd case. Every time I get a new phone they are slightly bigger so I get a new case.  The blue and purple one is my favorite. I don't drop my phone too often but when I did this protector did exactly what it was supposed to. It saved my phone. Love the bling , makes me happy 😊. Definitely would recommend this little gem.",4,5
5.0,Great case for my phone. Looks good and is sturdy. I think it will hold up well. Love the color and little hearts. Such a girly thing to make me ☺.,Great phone case,Great phone case. Great case for my phone. Looks good and is sturdy. I think it will hold up well. Love the color and little hearts. Such a girly thing to make me ☺.,4,5
4.0,"I really like the instructions for putting this on. It made it easy to line it up straight. And the fit was perfect for the iPhone 11. The price was also great for two screen protectors. Touch screen works great with this and so far it seems durable protectong the screen.<br /><br /> Maybe user error, but it was difficult to get the air bubbles out, and they keep coming back, not sure why. Otherwise, very happy with this",Great value for the price,"Great value for the price. I really like the instructions for putting this on. It made it easy to line it up straight. And the fit was perfect for the iPhone 11. The price was also great for two screen protectors. Touch screen works great with this and so far it seems durable protectong the screen.<br /><br /> Maybe user error, but it was difficult to get the air bubbles out, and they keep coming back, not sure why. Otherwise, very happy with this",3,5
5.0,Great case. Very light and fits the phone well. Good value for the price,Nice case,Nice case. Great case. Very light and fits the phone well. Good value for the price,4,5
5.0,"These were great replacement bands, as the original bands broke after only a year. These fit great and were easy to attach to the watch. And at a much cheaper price than buying the original replacement bands.",Why pay more?,"Why pay more?. These were great replacement bands, as the original bands broke after only a year. These fit great and were easy to attach to the watch. And at a much cheaper price than buying the original replacement bands.",4,5
3.0,I love this tripod and take it on all trips to use with my cel phone. I have a Samsung Galaxy S21 and the remote does not work with it. The remote would shutter and either take 50 burst shots or no pictures at all. Mostly no pictures at all though. It needs an App.,Remote fails. Great tripod.,Remote fails. Great tripod.. I love this tripod and take it on all trips to use with my cel phone. I have a Samsung Galaxy S21 and the remote does not work with it. The remote would shutter and either take 50 burst shots or no pictures at all. Mostly no pictures at all though. It needs an App.,1,5
5.0,"I've had this for a year now and it's saved my screen from lots of bumps, hits, and scratches.  Totally worth it. Great product.",Great product.,"Great product.. I've had this for a year now and it's saved my screen from lots of bumps, hits, and scratches.  Totally worth it. Great product.",4,5
1.0,This shouldn’t be called a phone case!! Is doesn’t have any designated spots for side buttons so although it “fits” it’s left feeling janky poor quality and wiggly with every use of th side buttons or too much pressure from your hands. I have kids this will result in my phone getting broken because it barely keeps my phone secure. The only good thing is it’s semi cute but even the word boys is cut out to ensure room for the camera. So if I could report under 1 start and y’all see this then I would but I wanted y’all to at least be able to see an honest iPods for review,Flimsy janky DOES NOT SECURE PHONE SAFELY,Flimsy janky DOES NOT SECURE PHONE SAFELY. This shouldn’t be called a phone case!! Is doesn’t have any designated spots for side buttons so although it “fits” it’s left feeling janky poor quality and wiggly with every use of th side buttons or too much pressure from your hands. I have kids this will result in my phone getting broken because it barely keeps my phone secure. The only good thing is it’s semi cute but even the word boys is cut out to ensure room for the camera. So if I could report under 1 start and y’all see this then I would but I wanted y’all to at least be able to see an honest iPods for review,1,1
5.0,works for me,phone case,phone case. works for me,3,5
5.0,"I haven't had this long enough to comment on durability.  As a new case, the Pela is refined looking and smooth feeling.",Nice looking,"Nice looking. I haven't had this long enough to comment on durability.  As a new case, the Pela is refined looking and smooth feeling.",3,5
5.0,"After the weeks long power outage after Hurricane Ida, I got everyone on my Christmas list this solar power  charger.  This is the kind of something you don't think to buy when the power is working, but will be damn glad to have if it goes out.  Get one!",Without power for 3 weeks!,"Without power for 3 weeks!. After the weeks long power outage after Hurricane Ida, I got everyone on my Christmas list this solar power  charger.  This is the kind of something you don't think to buy when the power is working, but will be damn glad to have if it goes out.  Get one!",0,5
5.0,I've wanted one of these for a while...soon glad I bought one,Very Nice,Very Nice. I've wanted one of these for a while...soon glad I bought one,4,5
5.0,Great! Just like a otterbox!,Love the colors!,Love the colors!. Great! Just like a otterbox!,4,5
5.0,LOVED IT,VERY NICE,VERY NICE. LOVED IT,4,5
1.0,"DON'T BUY THIS, ITS GARBAGE,  SAVE YOUR SELF THE HASSEL",PLEASE DON'T BUY THIS,"PLEASE DON'T BUY THIS. DON'T BUY THIS, ITS GARBAGE,  SAVE YOUR SELF THE HASSEL",0,1
5.0,"VERY NICE CASE, GOOD QUALITY,",KEEPS PHONE SAFE AND SECURE,"KEEPS PHONE SAFE AND SECURE. VERY NICE CASE, GOOD QUALITY,",4,5
1.0,"LOW QUALITY,  GETS,AIR BUBBLES IN IT VERY EASILY,  DISSAPOINTING",NOT RECCOMENDED,"NOT RECCOMENDED. LOW QUALITY,  GETS,AIR BUBBLES IN IT VERY EASILY,  DISSAPOINTING",0,1
2.0,"SCREEN PROTECTOR ISN'T GOOD, CASE IS OK, BUT VERY CHEAPLY MADE, NOT RECCOMENDED",Case for S8,"Case for S8. SCREEN PROTECTOR ISN'T GOOD, CASE IS OK, BUT VERY CHEAPLY MADE, NOT RECCOMENDED",1,1
5.0,Works fine.,Does the job,Does the job. Works fine.,3,5
5.0,"I honk it's so pretty, finger holder helps",Five Stars,"Five Stars. I honk it's so pretty, finger holder helps",4,5
5.0,This is pretty and blingy. It fits my phone. I like it.,Bling,Bling. This is pretty and blingy. It fits my phone. I like it.,4,5
5.0,Flashy and cute. Fits the phone well,Cute and fits well,Cute and fits well. Flashy and cute. Fits the phone well,4,5
4.0,Doesn't quite fit. Cheaply made but cute design.,Doesn't fit the phone properly,Doesn't fit the phone properly. Doesn't quite fit. Cheaply made but cute design.,1,1
5.0,"I had the standard red rubber wristband for my apple iwatch that I had used for months. Around Christmas I picked out a cute Christmas band which I wore until the season was over. Beginning of January, I ordered a new set of bands which were terrible (see reviews) and I couldn't get them to work. Anyway, I saw this band and had my fingers crossed it would be different. To my surprise it was! Super easy to install (unlike the last one), fits and adjusted to my wrist perfectly. The band (although rubber type as well) has a great ribbed look which makes it look different and fashionable. I got it in white and it looks great with the red face of my iwatch. I am finally wearing my watch again. This is a great band and recommend to everyone!",One of my absolute favorites,"One of my absolute favorites. I had the standard red rubber wristband for my apple iwatch that I had used for months. Around Christmas I picked out a cute Christmas band which I wore until the season was over. Beginning of January, I ordered a new set of bands which were terrible (see reviews) and I couldn't get them to work. Anyway, I saw this band and had my fingers crossed it would be different. To my surprise it was! Super easy to install (unlike the last one), fits and adjusted to my wrist perfectly. The band (although rubber type as well) has a great ribbed look which makes it look different and fashionable. I got it in white and it looks great with the red face of my iwatch. I am finally wearing my watch again. This is a great band and recommend to everyone!",4,5
3.0,"This is next to impossible for me (68 year old woman) to get these on my wrist. I still cannot get these to fit right and I can't even get them to snap closed properly. I noticed earlier this week that my watch fell off in the car while wearing it. I am just thankful it happened in the car so I didn't lose my Apple watch. I know it just may be me as I am not super handy with this kind of stuff. Just think that, as with other watch bands. this shouldn't be as complicated as this is.",I couldn't use these,"I couldn't use these. This is next to impossible for me (68 year old woman) to get these on my wrist. I still cannot get these to fit right and I can't even get them to snap closed properly. I noticed earlier this week that my watch fell off in the car while wearing it. I am just thankful it happened in the car so I didn't lose my Apple watch. I know it just may be me as I am not super handy with this kind of stuff. Just think that, as with other watch bands. this shouldn't be as complicated as this is.",1,1
5.0,"This is a well made iwatch bracelet. I wear it most of the time now. A little tricky in removing the excess links but once I figured it out, it is easy on/easy off. Attractive, makes it look a little dressy (far better than the rubber one the iwatch comes with). Not sure I understand the other bracelet that this comes with, don't know why it's a set. Haven't worn it. But the iwatch bracelet/band is a nice one.",Nice Iwatch bracelet!,"Nice Iwatch bracelet!. This is a well made iwatch bracelet. I wear it most of the time now. A little tricky in removing the excess links but once I figured it out, it is easy on/easy off. Attractive, makes it look a little dressy (far better than the rubber one the iwatch comes with). Not sure I understand the other bracelet that this comes with, don't know why it's a set. Haven't worn it. But the iwatch bracelet/band is a nice one.",3,5
5.0,"Oh, this is such an amazing little device. My phone sits on it easily and I love that it is upright (I can see text messages without having to pick up my phone from my previous wireless charger. I wanted this as I recently got an iwatch 7 and my watch sits perfectly on top. Everything in one, small, space saving device. Both my watch and phone charge quickly (although I usually do them overnight). Highly recommend for anyone looking for a charging station.",Where has this been my whole life?,"Where has this been my whole life?. Oh, this is such an amazing little device. My phone sits on it easily and I love that it is upright (I can see text messages without having to pick up my phone from my previous wireless charger. I wanted this as I recently got an iwatch 7 and my watch sits perfectly on top. Everything in one, small, space saving device. Both my watch and phone charge quickly (although I usually do them overnight). Highly recommend for anyone looking for a charging station.",4,5
5.0,"I was excited to get this powerbank for multiple reasons. First, I live in Florida where power outages intermittently occur but especially during hurricanes. Second, I travel a lot and love to take videos and photos with my iPhone XR. This powerbank helps me with both purposes. I recently went on a cruise to the Caribbean where I was off the ship many times without access to power. I kept this device in my purse and as soon as I could see the power getting critically low, I was easily able to recharge my phone and continue with my explorations. I have not experienced any hurricanes yet since I have owned this but, as we are in August and quickly approaching the highest part of hurricane season, I am thrilled to know that if I was to lose power I have at least a way to continue to keep in touch with friends and relatives!",Great way to provide additional charging capabilities to your devices!,"Great way to provide additional charging capabilities to your devices!. I was excited to get this powerbank for multiple reasons. First, I live in Florida where power outages intermittently occur but especially during hurricanes. Second, I travel a lot and love to take videos and photos with my iPhone XR. This powerbank helps me with both purposes. I recently went on a cruise to the Caribbean where I was off the ship many times without access to power. I kept this device in my purse and as soon as I could see the power getting critically low, I was easily able to recharge my phone and continue with my explorations. I have not experienced any hurricanes yet since I have owned this but, as we are in August and quickly approaching the highest part of hurricane season, I am thrilled to know that if I was to lose power I have at least a way to continue to keep in touch with friends and relatives!",4,5
5.0,"This is a handy device which I keep with me at all times. Although I have a relatively new iPhone XR, and the battery life is far superior to my old iPhone 5S, it still will wear down, especially if I am using the video feature when I am out and about. Having this with me helps extend the use of my iPhone and I don't need to be running around trying to find an outlet (especially when I am stuck at the airport or outdoors). Highly recommend. Would make a great gift for the person in your life who has everything.",Great portable battery pack!,"Great portable battery pack!. This is a handy device which I keep with me at all times. Although I have a relatively new iPhone XR, and the battery life is far superior to my old iPhone 5S, it still will wear down, especially if I am using the video feature when I am out and about. Having this with me helps extend the use of my iPhone and I don't need to be running around trying to find an outlet (especially when I am stuck at the airport or outdoors). Highly recommend. Would make a great gift for the person in your life who has everything.",4,5
5.0,This is a great extended battery pack. Used it on a recent 3 week trip to Europe for times when I was away from my charger (and electricity). I love to use my phone almost exclusively for picture and video taking and the videos really ate away at my phone battery. I found this portable charger just what I needed to allow myself almost a full day of use without worrying about plugging in. Highly recommend this and I think everyone should own one.This will also come in handy in my house now that Florida is entering storm season and we frequently lose power. Having one of these handy will assure me of continuous phone (and internet) use for hours.,"Great portable battery charger, every home should own one","Great portable battery charger, every home should own one. This is a great extended battery pack. Used it on a recent 3 week trip to Europe for times when I was away from my charger (and electricity). I love to use my phone almost exclusively for picture and video taking and the videos really ate away at my phone battery. I found this portable charger just what I needed to allow myself almost a full day of use without worrying about plugging in. Highly recommend this and I think everyone should own one.This will also come in handy in my house now that Florida is entering storm season and we frequently lose power. Having one of these handy will assure me of continuous phone (and internet) use for hours.",4,5
5.0,"I have to qualify this review by stating my last phone was an Iphone5s that I had for at least 4 years. Through the years, the phone had been dropped several times which resulted in phone damage and cracked glass. Luckily, the iPhone still worked but I promised myself that my next phone I would take better care of (especially because of the $$). So, I finally upgraded to the iPhone XR in February and decided to try this case. I will tell you it is great. Easy to install around my phone, I find it a great way to protect my latest investment. I honestly have already dropped (actually it slipped out of my hands) the phone and there is not a ding or a scratch on the phone (probably due to the heavy duty bumper). It also looks great and is an attractive investment in a long future with this phone.",Great phone protection!,"Great phone protection!. I have to qualify this review by stating my last phone was an Iphone5s that I had for at least 4 years. Through the years, the phone had been dropped several times which resulted in phone damage and cracked glass. Luckily, the iPhone still worked but I promised myself that my next phone I would take better care of (especially because of the $$). So, I finally upgraded to the iPhone XR in February and decided to try this case. I will tell you it is great. Easy to install around my phone, I find it a great way to protect my latest investment. I honestly have already dropped (actually it slipped out of my hands) the phone and there is not a ding or a scratch on the phone (probably due to the heavy duty bumper). It also looks great and is an attractive investment in a long future with this phone.",4,5
5.0,"I love the fact that this case not only protects my new iPhone XR, but is mostly clear on the back to allow the beauty of my blue iPhone to show through. It is well constructed, hugs my iPhone snugly and protects it. To be honest, I haven't dropped my phone yet so I can't attest to how any heavy duty wear and tear will stand up. However, these is a nice heavy rubber feel so it should allow some abuse.","Attractive and protective, what else do you need?","Attractive and protective, what else do you need?. I love the fact that this case not only protects my new iPhone XR, but is mostly clear on the back to allow the beauty of my blue iPhone to show through. It is well constructed, hugs my iPhone snugly and protects it. To be honest, I haven't dropped my phone yet so I can't attest to how any heavy duty wear and tear will stand up. However, these is a nice heavy rubber feel so it should allow some abuse.",3,5
5.0,"These are great lightweight bluetooth earbuds. I typically have trouble finding earbuds that fit me comfortably, but when I saw this design, I thought I would try them out. Surprisingly, they fit comfortably and stayed snug in my ears as I did my gym workout. This is kind of a unique design and I now know which ones I will need going forward. And the name Panasonic assures sound quality as well. Couldn't ask for a better headset, I really like these.","Great bluetooth headset, unique design fit me to a tee","Great bluetooth headset, unique design fit me to a tee. These are great lightweight bluetooth earbuds. I typically have trouble finding earbuds that fit me comfortably, but when I saw this design, I thought I would try them out. Surprisingly, they fit comfortably and stayed snug in my ears as I did my gym workout. This is kind of a unique design and I now know which ones I will need going forward. And the name Panasonic assures sound quality as well. Couldn't ask for a better headset, I really like these.",4,5
4.0,"Nice looking case. I like the storage capability for credit cards and cash. I have used it when I am out on my bike, going to the stores, so I don't have to try to lug a handbag or something else. Not crazy about the extra bulk this adds to the iphone (despite the claim that it is minimal), but I guess it's the price you pay for the storage capability and protection). This is well built, sturdy and does protect the phone well. As others have mentioned, it is prone to scratches (I have seen several on mine already and I don't even remember doing anything rough to cause them). Rating this a four star, as it does what it says. Like I mentioned, my biggest complaint is the slight bulk to the phone added and maybe the price (I think you can do better than $40 for a phone case out there).","Great case, is as advertised, prone to scratches","Great case, is as advertised, prone to scratches. Nice looking case. I like the storage capability for credit cards and cash. I have used it when I am out on my bike, going to the stores, so I don't have to try to lug a handbag or something else. Not crazy about the extra bulk this adds to the iphone (despite the claim that it is minimal), but I guess it's the price you pay for the storage capability and protection). This is well built, sturdy and does protect the phone well. As others have mentioned, it is prone to scratches (I have seen several on mine already and I don't even remember doing anything rough to cause them). Rating this a four star, as it does what it says. Like I mentioned, my biggest complaint is the slight bulk to the phone added and maybe the price (I think you can do better than $40 for a phone case out there).",3,5
4.0,"I have an Iphone 4 that I use for work. When I saw this as a choice in the Vine program, I jumped on it. Honestly, although there may be more and even better cases out there, for $10 you can't beat this. It protects my phone (top and bottom) and seamlessly hugs the device tightly (yet I am still able to use a headset and fit the charger in easily). I highly recommend this for anyone looking to provide adequate protection for their Iphone, but don't want to spend a lot of money.",Great case for the price,"Great case for the price. I have an Iphone 4 that I use for work. When I saw this as a choice in the Vine program, I jumped on it. Honestly, although there may be more and even better cases out there, for $10 you can't beat this. It protects my phone (top and bottom) and seamlessly hugs the device tightly (yet I am still able to use a headset and fit the charger in easily). I highly recommend this for anyone looking to provide adequate protection for their Iphone, but don't want to spend a lot of money.",4,5
1.0,"I have a iPhone 6s with the Mophie Reserve case.  This belt clip holster doesn't fit, it is too big and my phone was loose.  The belt clip does look like it is well made, but if you have the same set up as I do it will not fit.",Will not fit iPhone 6s with Mophie Reserve Case,"Will not fit iPhone 6s with Mophie Reserve Case. I have a iPhone 6s with the Mophie Reserve case.  This belt clip holster doesn't fit, it is too big and my phone was loose.  The belt clip does look like it is well made, but if you have the same set up as I do it will not fit.",1,1
5.0,Love this pen! Great for doing graphics on my iPad! Just what I wanted.,Great for graphics!,Great for graphics!. Love this pen! Great for doing graphics on my iPad! Just what I wanted.,4,5
5.0,We use this in our F150 and it works great. No issues and just as expected.,Just as expected,Just as expected. We use this in our F150 and it works great. No issues and just as expected.,4,5
5.0,I have used this brand for many years and I am always pleased with them. They are easy to install and they last a good amount of time.,Have used this brand for many years,Have used this brand for many years. I have used this brand for many years and I am always pleased with them. They are easy to install and they last a good amount of time.,4,5
5.0,This is a great case for the price. I like the durability and the stand. Counldn't ask for more.,Great case,Great case. This is a great case for the price. I like the durability and the stand. Counldn't ask for more.,4,5
5.0,Ordered to hold a flash drive and it works well.,Nice,Nice. Ordered to hold a flash drive and it works well.,4,5
5.0,The small size is nice. I bought this for an event and left it on due to how comfortable it is.,Cute and comfortable,Cute and comfortable. The small size is nice. I bought this for an event and left it on due to how comfortable it is.,3,5
2.0,After using it for about a week the antennas started pulling away from the rest of the case,Cute but breaks easily,Cute but breaks easily. After using it for about a week the antennas started pulling away from the rest of the case,1,3
4.0,"The case does its job. The small lanyard is super handy along with where the hook is located. The only downfall was that the pooh that came with it, fell of randomly at some point.",Fun case,"Fun case. The case does its job. The small lanyard is super handy along with where the hook is located. The only downfall was that the pooh that came with it, fell of randomly at some point.",3,5
3.0,The back prop up doesn't stay in place very well. The lanyard hoop also broke off the first day. It still works and is fun to look at.,Cute but not super sturdy,Cute but not super sturdy. The back prop up doesn't stay in place very well. The lanyard hoop also broke off the first day. It still works and is fun to look at.,2,5
2.0,"Case wouldn’t click closed. If it had this would be a great review because the case quality, pocket and mirror was great. Didn’t have time to order another case so just taped it shut and it worked.",Wouldn’t click closed,"Wouldn’t click closed. Case wouldn’t click closed. If it had this would be a great review because the case quality, pocket and mirror was great. Didn’t have time to order another case so just taped it shut and it worked.",1,5
1.0,"Watched the video 3x.<br />had the video on my phone while attempting to install.<br /><br />First attempt: the protector was cut correctly and one corner was stuck. I worked it free but that caused the corner to not ever stick. I tried multiple times and the corner would never stay adhered.<br />Scratch 1 Screen Protector. :(<br /><br />#2 - All seemed to go well. It adhered with nothing stuck under it and only a few bubbles. Those disappeared within a day. I let the screen protector cure from 1PM to 0600 next day. Wore it with no watch protector over the top and had no issues. After 4 days added my tough armor watch protector at the end of Day 5. for a few days no problems. Now today Day 10, two of the corners are peeling up. (opposite corners).<br />I have tried to get them back on with the touch armor on the still. Doesn't seem to work.<br />I can't think of any reason this should peel up in the corner when for over 4 days it worked fine. nothing changed.<br /><br />I guess I will try out the warranty but fear the worse.<br />Not happy.<br /><br />Downside I also bought this for her watch and am supposed to try those today. aaaarrrrrggggghhhh",1 of 2 wasn't cut right and the 2d one- corners are sticking down.,"1 of 2 wasn't cut right and the 2d one- corners are sticking down.. Watched the video 3x.<br />had the video on my phone while attempting to install.<br /><br />First attempt: the protector was cut correctly and one corner was stuck. I worked it free but that caused the corner to not ever stick. I tried multiple times and the corner would never stay adhered.<br />Scratch 1 Screen Protector. :(<br /><br />#2 - All seemed to go well. It adhered with nothing stuck under it and only a few bubbles. Those disappeared within a day. I let the screen protector cure from 1PM to 0600 next day. Wore it with no watch protector over the top and had no issues. After 4 days added my tough armor watch protector at the end of Day 5. for a few days no problems. Now today Day 10, two of the corners are peeling up. (opposite corners).<br />I have tried to get them back on with the touch armor on the still. Doesn't seem to work.<br />I can't think of any reason this should peel up in the corner when for over 4 days it worked fine. nothing changed.<br /><br />I guess I will try out the warranty but fear the worse.<br />Not happy.<br /><br />Downside I also bought this for her watch and am supposed to try those today. aaaarrrrrggggghhhh",1,1
5.0,It fasts charges our iPhoneX as fast as Apple will let it for now. It sits right on the night stand and allowed me to use the Apple Cord with my to go bag for traveling. The color (Gold) fits in with her decorations and bedding so it was a win overall.,Works on Apple iPhoneX @ Apple speeds,Works on Apple iPhoneX @ Apple speeds. It fasts charges our iPhoneX as fast as Apple will let it for now. It sits right on the night stand and allowed me to use the Apple Cord with my to go bag for traveling. The color (Gold) fits in with her decorations and bedding so it was a win overall.,4,5
4.0,I like the plain look and ability to have my iWatch near me in the bedroom where I can get to it. the feet are sticky so be prepared once you take the plastic off the feet to have it stay there. I'm hoping these don't leave marks. The cable management piece is a bit in the open but I'm working on finding a better solution.,"Plain, simple & nice price","Plain, simple & nice price. I like the plain look and ability to have my iWatch near me in the bedroom where I can get to it. the feet are sticky so be prepared once you take the plastic off the feet to have it stay there. I'm hoping these don't leave marks. The cable management piece is a bit in the open but I'm working on finding a better solution.",3,5
4.0,"I needed a charger for at work. This fits along side my other tech gear, fits in and charges my iPhoneX. It is not a rapid charger but that is OK for my use at work.",Good Charger just not a rapid charger iPhone,"Good Charger just not a rapid charger iPhone. I needed a charger for at work. This fits along side my other tech gear, fits in and charges my iPhoneX. It is not a rapid charger but that is OK for my use at work.",3,5
5.0,"So far so good. It is light weight, fits tightly and has saved my phone 3x. Can't beat the case for the price. Plus it charges on my wireless charger. Recommend it !",Worth the money,"Worth the money. So far so good. It is light weight, fits tightly and has saved my phone 3x. Can't beat the case for the price. Plus it charges on my wireless charger. Recommend it !",4,5
4.0,"Followed directions, even cleaned it screen with my Glass cleaner (new) rag. Had shower running but no luck getting these on without specs of dust.<br />I did try to lift off the 1st one and re do - failure. Glad there were 2, other one worked better but still has 2 specks of dust plus an air bubble I can't get out and I do not want to lift this off like the first one. YMMV on putting these are. They aren't as thick as the pricer ones but seem to work for now.<br /><br />Update: Anker reached out to see if we could fix the problem. They sent a new set and added additional directions.<br />I have updated the rating based on the assistance and what seems like a bit more improved screen protector.<br />The shower was running to put some humidity in the air, I used rubbing alcohol after the screen cleaner and we vacuumed the room prior.<br />a much better result.",Glad it came with 2 - updated after great customer service.,"Glad it came with 2 - updated after great customer service.. Followed directions, even cleaned it screen with my Glass cleaner (new) rag. Had shower running but no luck getting these on without specs of dust.<br />I did try to lift off the 1st one and re do - failure. Glad there were 2, other one worked better but still has 2 specks of dust plus an air bubble I can't get out and I do not want to lift this off like the first one. YMMV on putting these are. They aren't as thick as the pricer ones but seem to work for now.<br /><br />Update: Anker reached out to see if we could fix the problem. They sent a new set and added additional directions.<br />I have updated the rating based on the assistance and what seems like a bit more improved screen protector.<br />The shower was running to put some humidity in the air, I used rubbing alcohol after the screen cleaner and we vacuumed the room prior.<br />a much better result.",2,5
5.0,Sturdy yet thin build which helps retain the mini’s profile. Much better then the Apple spec cases.,Great value,Great value. Sturdy yet thin build which helps retain the mini’s profile. Much better then the Apple spec cases.,4,5
5.0,"Great privacy screen, accurate cut and very easy to install. No air bubbles.",Great value,"Great value. Great privacy screen, accurate cut and very easy to install. No air bubbles.",4,5
5.0,"Everything is great, sturdy.","Sleekest, sturdiest, easiest to use vent mount.","Sleekest, sturdiest, easiest to use vent mount.. Everything is great, sturdy.",4,5
5.0,"I liked the softness of the case and the bling factor, too.",It covers the edges of your phone nicely,"It covers the edges of your phone nicely. I liked the softness of the case and the bling factor, too.",3,5
5.0,was looking for something ilke this forever  glad i finally found it  honestly though  id be nervous to put money or credit card in the holder  i only got it to hold the phone more comfortably  id be concerned with whatever i put in there slipping out very easily,i loveeeeeeeee this product,i loveeeeeeeee this product. was looking for something ilke this forever  glad i finally found it  honestly though  id be nervous to put money or credit card in the holder  i only got it to hold the phone more comfortably  id be concerned with whatever i put in there slipping out very easily,4,5
1.0,dont waste your money  i didnt even take it out of package to see it wouldnt have stood up no matter what  when i see 5 star reviews  i have to wonder,junk,junk. dont waste your money  i didnt even take it out of package to see it wouldnt have stood up no matter what  when i see 5 star reviews  i have to wonder,0,1
5.0,love this pen glad i picked it  i just wish it came in other colors besides white,awesome pen,awesome pen. love this pen glad i picked it  i just wish it came in other colors besides white,4,5
1.0,too bouncy  i wouldnt trust my cell phone on it  being returned,disappointed,disappointed. too bouncy  i wouldnt trust my cell phone on it  being returned,1,1
1.0,being returned  too bouncy,disappointed :(,disappointed :(. being returned  too bouncy,1,1
4.0,it has some weight to it  which is what i wanted  i just got a stylo 5 and the other couple of cases i bought are too slippery  .. this one i what i wanted  that rugged tirey feel to it  for my clumsy hands  the only thing the kickstand only goes in one direction i think  i cant see how it would turn so i can have it standing up  but thats ok  i have a  cell phone stand i guess  id give it a 5 if the kickstand would turn in both directions,nice and heavy,nice and heavy. it has some weight to it  which is what i wanted  i just got a stylo 5 and the other couple of cases i bought are too slippery  .. this one i what i wanted  that rugged tirey feel to it  for my clumsy hands  the only thing the kickstand only goes in one direction i think  i cant see how it would turn so i can have it standing up  but thats ok  i have a  cell phone stand i guess  id give it a 5 if the kickstand would turn in both directions,3,5
5.0,but the wires are really long  i ordered one that is 1.5 feet  hopefully that'll be OK  i can use these blue ones for the car  or if i need a LONGGG  extension somewhere for the phone  (God forbid like when i was in the hospital LOL)  please God i dont want the wire for that again lol,love it,love it. but the wires are really long  i ordered one that is 1.5 feet  hopefully that'll be OK  i can use these blue ones for the car  or if i need a LONGGG  extension somewhere for the phone  (God forbid like when i was in the hospital LOL)  please God i dont want the wire for that again lol,3,1
5.0,needed a new cable  new phone =  new cable usb type C  drives me crazy !!  but i needed it for my power bank to work with my new phone,perfect size,perfect size. needed a new cable  new phone =  new cable usb type C  drives me crazy !!  but i needed it for my power bank to work with my new phone,4,5
3.0,"im looking for a heavier case and this said purple its more like a ""pink"" color  not happy with it but it'll do for now",still not what im looking for but its OK,"still not what im looking for but its OK. im looking for a heavier case and this said purple its more like a ""pink"" color  not happy with it but it'll do for now",2,3
1.0,UPDATE:  mine fell on my desk and i didnt realize the top broke  and when i picked it up  it was broken glass  not to mention i sliced my thumb on it ..... i contacted the company who said id get a replacement  still havent seen them !!!  so much for a  no question asked guarantee lifetime replacement<br /><br />normally these things bubble up and  make me insane .........this is the FIRST time one of these things didnt do that  went on PERFECTLY with not a single teeny weeny air bubble !  will buy again when i need them,i shoulda known better,i shoulda known better. UPDATE:  mine fell on my desk and i didnt realize the top broke  and when i picked it up  it was broken glass  not to mention i sliced my thumb on it ..... i contacted the company who said id get a replacement  still havent seen them !!!  so much for a  no question asked guarantee lifetime replacement<br /><br />normally these things bubble up and  make me insane .........this is the FIRST time one of these things didnt do that  went on PERFECTLY with not a single teeny weeny air bubble !  will buy again when i need them,1,1
5.0,purchased from my sisters wish list  she really loves it  :),really nice,really nice. purchased from my sisters wish list  she really loves it  :),4,5
1.0,UPDATE:  purchased  6/20/18  .....  it only charged a few times fully and now its pretty dead ... what a waste  ive yet to find one that's worth it and will charge for more than a few times !!!<br /><br />(so much for my first review)  so far so good .. so far i have returned 3 of these type  ..im hoping this one will be OK  and will recharge when i need it to really nice looking too and i love that it has a power switch,dead wont charge anymore after a few times,dead wont charge anymore after a few times. UPDATE:  purchased  6/20/18  .....  it only charged a few times fully and now its pretty dead ... what a waste  ive yet to find one that's worth it and will charge for more than a few times !!!<br /><br />(so much for my first review)  so far so good .. so far i have returned 3 of these type  ..im hoping this one will be OK  and will recharge when i need it to really nice looking too and i love that it has a power switch,0,5
5.0,absolutely love it  !  i ordered a diff one first and returned it although pretty it was tooo small  this one is HUGE and can fit more than just the charger for sure!!,LOVE IT,LOVE IT. absolutely love it  !  i ordered a diff one first and returned it although pretty it was tooo small  this one is HUGE and can fit more than just the charger for sure!!,4,5
